feature_index,feature_name,modality,member_00,member_01,coverage_count
295,APOE4_2.0,Risk,0,1,1
296,"AGE_[82.4, 84.4)",Risk,0,1,1
297,"AGE_[88.4, 90.4)",Risk,1,0,1
298,PTMARRY_Never married,Risk,0,1,1
299,"PTEDUCAT_[4, 6)",Risk,0,1,1
300,"AGE_[84.4, 86.4)",Risk,0,1,1
301,"AGE_[58.4, 60.4)",Risk,1,0,1
302,"PTEDUCAT_[14, 16)",Risk,1,0,1
303,"AGE_[54.4, 56.4)",Risk,0,1,1
304,"PTEDUCAT_[8, 10)",Risk,1,0,1
305,PTMARRY_Unknown,Risk,1,1,2
306,"PTEDUCAT_[16, 18)",Risk,0,1,1
307,PTMARRY_Divorced,Risk,1,0,1
308,"AGE_[60.4, 62.4)",Risk,0,1,1
309,"AGE_[78.4, 80.4)",Risk,1,0,1
310,"AGE_[74.4, 76.4)",Risk,1,0,1
311,"AGE_[76.4, 78.4)",Risk,0,1,1
312,"AGE_[86.4, 88.4)",Risk,0,1,1
313,PTGENDER,Risk,0,1,1
314,"PTEDUCAT_[18, 20)",Risk,1,0,1
315,APOE4_0.0,Risk,0,1,1
316,"PTEDUCAT_[10, 12)",Risk,1,1,2
317,PTMARRY_Married,Risk,1,0,1
318,"AGE_[90.4, 92.4)",Risk,0,1,1
319,"AGE_[70.4, 72.4)",Risk,1,0,1
320,"AGE_[64.4, 66.4)",Risk,1,0,1
321,"AGE_[68.4, 70.4)",Risk,0,1,1
322,"AGE_[66.4, 68.4)",Risk,1,1,2
323,APOE4_1.0,Risk,1,1,2
324,PTMARRY_Widowed,Risk,1,0,1
325,"PTEDUCAT_[12, 14)",Risk,0,1,1
326,"PTEDUCAT_[6, 8)",Risk,0,1,1
327,RAVLT_immediate,Cognitive,0,1,1
328,RAVLT_learning,Cognitive,1,0,1
329,EcogSPLang,Cognitive,1,0,1
330,ADAS13,Cognitive,1,0,1
331,EcogPtOrgan,Cognitive,0,1,1
332,RAVLT_perc_forgetting,Cognitive,0,1,1
333,FAQ,Cognitive,0,1,1
334,MOCA,Cognitive,1,0,1
335,EcogPtMem,Cognitive,0,1,1
336,EcogSPVisspat,Cognitive,0,1,1
337,RAVLT_forgetting,Cognitive,0,1,1
338,EcogPtLang,Cognitive,1,1,2
339,EcogSPDivatt,Cognitive,1,0,1
340,EcogPtPlan,Cognitive,1,0,1
341,CDRSB,Cognitive,0,1,1
342,EcogSPOrgan,Cognitive,0,1,1
343,EcogSPPlan,Cognitive,0,1,1
344,MMSE,Cognitive,1,1,2
345,EcogSPMem,Cognitive,1,0,1
346,EcogPtVisspat,Cognitive,1,0,1
347,EcogPtDivatt,Cognitive,1,0,1
348,EcogPtTotal,Cognitive,1,0,1
349,EcogSPTotal,Cognitive,1,0,1
350,ADAS11,Cognitive,1,0,1
351,MidTemp,ROI,1,1,2
352,AV45,ROI,0,1,1
353,ICV,ROI,1,0,1
354,Fusiform,ROI,0,1,1
355,Hippocampus,ROI,1,1,2
356,FDG,ROI,1,0,1
357,Ventricles,ROI,1,0,1
358,WholeBrain,ROI,1,0,1
359,Entorhinal,ROI,1,0,1
