feature_index,feature_name,modality,fold_00_coverage_count,fold_01_coverage_count,fold_02_coverage_count,fold_03_coverage_count,fold_04_coverage_count,fold_05_coverage_count,fold_06_coverage_count,fold_07_coverage_count,fold_08_coverage_count,fold_09_coverage_count,minimum_coverage_count_across_folds,maximum_coverage_count_across_folds,total_coverage_count_across_folds
202,LEFT_ACCUMBENS_AREA_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
203,CINGULATE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
204,CTX_RH_SUPERIORPARIETAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
205,CTX_LH_CUNEUS_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
206,CTX_RH_PERICALCARINE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
207,CTX_RH_PARSTRIANGULARIS_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
208,LEFT_PUTAMEN_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
209,LEFT_CEREBELLUM_WHITE_MATTER_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
210,CTX_LH_SUPERIORFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
211,CTX_LH_PARAHIPPOCAMPAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
212,CTX_RH_SUPRAMARGINAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
213,LEFT_PALLIDUM_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
214,CTX_LH_CAUDALMIDDLEFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
215,CTX_LH_LATERALORBITOFRONTAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
216,LEFT_CEREBRAL_WHITE_MATTER_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
217,CTX_LH_ENTORHINAL_SIZE_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
218,CTX_RH_LINGUAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
219,CTX_RH_TRANSVERSETEMPORAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
220,LEFT_HIPPOCAMPUS_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
221,SUMMARYSUVR_COMPOSITE_REFNORM_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
222,LEFT_CEREBRAL_WHITE_MATTER_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
223,CTX_LH_PARACENTRAL_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
224,CTX_RH_LATERALORBITOFRONTAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
225,FRONTAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
226,CTX_RH_INSULA_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
227,LEFT_VENTRALDC_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
228,CTX_RH_INFERIORTEMPORAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
229,CTX_RH_SUPERIORFRONTAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
230,CTX_LH_LINGUAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
231,CC_CENTRAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
232,RIGHT_VENTRALDC_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
233,LEFT_CEREBELLUM_WHITE_MATTER_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
234,CTX_RH_INSULA_SIZE_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
235,CTX_RH_ROSTRALMIDDLEFRONTAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
236,CTX_LH_PERICALCARINE_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
237,CTX_LH_POSTCENTRAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
238,VENTRICLE_4TH_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
239,CTX_RH_PRECUNEUS_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
240,CTX_RH_POSTCENTRAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
241,PARIETAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
242,CSF_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
243,LEFT_PALLIDUM_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
244,RIGHT_ACCUMBENS_AREA_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
245,CTX_RH_INFERIORPARIETAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
246,CTX_LH_SUPERIORTEMPORAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
247,CTX_LH_SUPERIORPARIETAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
248,CTX_RH_FRONTALPOLE_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
249,TEMPORAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
250,CTX_RH_FUSIFORM_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
251,CTX_LH_SUPRAMARGINAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
252,CTX_RH_FRONTALPOLE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
253,CTX_RH_MEDIALORBITOFRONTAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
254,RIGHT_LATERAL_VENTRICLE_SIZE_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
255,CTX_LH_ENTORHINAL_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
256,CTX_RH_ROSTRALMIDDLEFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
257,CTX_LH_INFERIORTEMPORAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
258,CTX_LH_TEMPORALPOLE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
259,LEFT_VESSEL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
260,CTX_LH_INSULA_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
261,CTX_LH_ROSTRALANTERIORCINGULATE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
262,LEFT_AMYGDALA_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
263,CTX_RH_SUPERIORTEMPORAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
264,RIGHT_HIPPOCAMPUS_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
265,CTX_LH_PARSTRIANGULARIS_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
266,CTX_LH_POSTCENTRAL_SIZE_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
267,LEFT_CHOROID_PLEXUS_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
268,CTX_RH_TEMPORALPOLE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
269,CTX_RH_LINGUAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
270,WM_HYPOINTENSITIES_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
271,CTX_LH_PRECENTRAL_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
272,CTX_RH_PRECENTRAL_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
273,CTX_RH_MIDDLETEMPORAL_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
274,LEFT_CEREBELLUM_CORTEX_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
275,CTX_LH_CAUDALMIDDLEFRONTAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
276,CTX_RH_LATERALOCCIPITAL_SIZE_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
277,CTX_RH_LATERALOCCIPITAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
278,CC_MID_POSTERIOR_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
279,RIGHT_CHOROID_PLEXUS_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
280,CC_POSTERIOR_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
281,CTX_LH_MIDDLETEMPORAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
282,LEFT_THALAMUS_PROPER_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
283,OPTIC_CHIASM_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
284,RIGHT_CHOROID_PLEXUS_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
285,CTX_LH_PARSOPERCULARIS_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
286,LEFT_VENTRALDC_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
287,RIGHT_LATERAL_VENTRICLE_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
288,TAU_UPENNBIOMK9_04_19_17,CSF,2,2,2,2,2,2,2,2,2,2,2,2,20
289,ABETA_UPENNBIOMK9_04_19_17,CSF,2,2,2,2,2,2,2,2,2,2,2,2,20
290,PTAU_UPENNBIOMK9_04_19_17,CSF,2,2,2,2,2,2,2,2,2,2,2,2,20
291,"AGE_[56.4, 58.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
292,"AGE_[80.4, 82.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
293,"AGE_[72.4, 74.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
294,"AGE_[62.4, 64.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
295,APOE4_2.0,Risk,3,3,3,3,3,3,3,3,3,3,3,3,30
296,"AGE_[82.4, 84.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
297,"AGE_[88.4, 90.4)",Risk,3,3,3,3,3,3,3,3,3,3,3,3,30
298,PTMARRY_Never married,Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
299,"PTEDUCAT_[4, 6)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
300,"AGE_[84.4, 86.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
301,"AGE_[58.4, 60.4)",Risk,3,3,3,3,3,3,3,3,3,3,3,3,30
302,"PTEDUCAT_[14, 16)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
303,"AGE_[54.4, 56.4)",Risk,3,3,3,3,3,3,3,3,3,3,3,3,30
304,"PTEDUCAT_[8, 10)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
305,PTMARRY_Unknown,Risk,3,3,3,3,3,3,3,3,3,3,3,3,30
306,"PTEDUCAT_[16, 18)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
307,PTMARRY_Divorced,Risk,3,3,3,3,3,3,3,3,3,3,3,3,30
308,"AGE_[60.4, 62.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
309,"AGE_[78.4, 80.4)",Risk,3,3,3,3,3,3,3,3,3,3,3,3,30
310,"AGE_[74.4, 76.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
311,"AGE_[76.4, 78.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
312,"AGE_[86.4, 88.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
313,PTGENDER,Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
314,"PTEDUCAT_[18, 20)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
315,APOE4_0.0,Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
316,"PTEDUCAT_[10, 12)",Risk,3,3,3,3,3,3,3,3,3,3,3,3,30
317,PTMARRY_Married,Risk,3,3,3,3,3,3,3,3,3,3,3,3,30
318,"AGE_[90.4, 92.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
319,"AGE_[70.4, 72.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
320,"AGE_[64.4, 66.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
321,"AGE_[68.4, 70.4)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
322,"AGE_[66.4, 68.4)",Risk,3,3,3,3,3,3,3,3,3,3,3,3,30
323,APOE4_1.0,Risk,3,3,3,3,3,3,3,3,3,3,3,3,30
324,PTMARRY_Widowed,Risk,3,3,3,3,3,3,3,3,3,3,3,3,30
325,"PTEDUCAT_[12, 14)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
326,"PTEDUCAT_[6, 8)",Risk,2,2,2,2,2,2,2,2,2,2,2,2,20
327,RAVLT_immediate,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
328,RAVLT_learning,Cognitive,3,3,3,3,3,3,3,3,3,3,3,3,30
329,EcogSPLang,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
330,ADAS13,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
331,EcogPtOrgan,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
332,RAVLT_perc_forgetting,Cognitive,3,3,3,3,3,3,3,3,3,3,3,3,30
333,FAQ,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
334,MOCA,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
335,EcogPtMem,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
336,EcogSPVisspat,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
337,RAVLT_forgetting,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
338,EcogPtLang,Cognitive,3,3,3,3,3,3,3,3,3,3,3,3,30
339,EcogSPDivatt,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
340,EcogPtPlan,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
341,CDRSB,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
342,EcogSPOrgan,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
343,EcogSPPlan,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
344,MMSE,Cognitive,3,3,3,3,3,3,3,3,3,3,3,3,30
345,EcogSPMem,Cognitive,3,3,3,3,3,3,3,3,3,3,3,3,30
346,EcogPtVisspat,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
347,EcogPtDivatt,Cognitive,3,3,3,3,3,3,3,3,3,3,3,3,30
348,EcogPtTotal,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
349,EcogSPTotal,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
350,ADAS11,Cognitive,2,2,2,2,2,2,2,2,2,2,2,2,20
351,MidTemp,ROI,3,3,3,3,3,3,3,3,3,3,3,3,30
352,AV45,ROI,2,2,2,2,2,2,2,2,2,2,2,2,20
353,ICV,ROI,3,3,3,3,3,3,3,3,3,3,3,3,30
354,Fusiform,ROI,2,2,2,2,2,2,2,2,2,2,2,2,20
355,Hippocampus,ROI,3,3,3,3,3,3,3,3,3,3,3,3,30
356,FDG,ROI,2,2,2,2,2,2,2,2,2,2,2,2,20
357,Ventricles,ROI,2,2,2,2,2,2,2,2,2,2,2,2,20
358,WholeBrain,ROI,2,2,2,2,2,2,2,2,2,2,2,2,20
359,Entorhinal,ROI,3,3,3,3,3,3,3,3,3,3,3,3,30
